log_name,drift_or_noise_id,drift_attribute,drift_sub_attribute,value
log_28_1687181955.xes,drift_1,change_info_1,process_tree_after,"->( ->( ->( 'a', *tau* ), 'c' ), ->( ->( 'b', 'g' ), ->( 'e', 'f' ) ) )"
log_28_1687181955.xes,drift_1,change_info_1,activities_deleted,[d]
log_28_1687181955.xes,drift_1,change_info_1,activities_added,[]
log_28_1687181955.xes,drift_1,change_info_1,activities_moved,[]
log_28_1687181955.xes,drift_1,change_info_1,change_start,05:25.9
log_28_1687181955.xes,drift_1,change_info_1,change_end,05:25.9
log_29_1687181956.xes,drift_1,log_id,1,log_29_1687181956.xes
log_29_1687181956.xes,drift_1,drift_id,1,1
log_29_1687181956.xes,drift_1,process_perspective,1,control-flow
log_29_1687181956.xes,drift_1,drift_type,1,gradual
log_29_1687181956.xes,drift_1,process_trees_1,0,"->( X( +( 'a', +( 'f', 'j' ) ), +( 'd', X( X( 'g', 'n' ), X( 'h', 'i' ) ) ) ), ->( X( 'b', 'k' ), X( X( X( 'c', 'm' ), 'l' ), 'e' ) ) )"
log_29_1687181956.xes,drift_1,process_trees_2,1,"->( X( +( 'a', +( 'f', *tau* ) ), +( 'd', X( X( 'g', 'n' ), X( 'h', 'i' ) ) ) ), ->( X( 'b', 'k' ), X( X( X( 'c', 'm', 'Random activity 1' ), 'l' ), 'e' ) ) )"
log_29_1687181956.xes,drift_1,change_info_1,change_type,gradual
log_29_1687181956.xes,drift_1,change_info_1,change_trace_index,"[516, 766]"
log_29_1687181956.xes,drift_1,change_info_1,process_tree_before,"->( X( +( 'a', +( 'f', 'j' ) ), +( 'd', X( X( 'g', 'n' ), X( 'h', 'i' ) ) ) ), ->( X( 'b', 'k' ), X( X( X( 'c', 'm' ), 'l' ), 'e' ) ) )"
log_29_1687181956.xes,drift_1,change_info_1,process_tree_after,"->( X( +( 'a', +( 'f', *tau* ) ), +( 'd', X( X( 'g', 'n' ), X( 'h', 'i' ) ) ) ), ->( X( 'b', 'k' ), X( X( X( 'c', 'm', 'Random activity 1' ), 'l' ), 'e' ) ) )"
log_29_1687181956.xes,drift_1,change_info_1,activities_deleted,[j]
log_29_1687181956.xes,drift_1,change_info_1,activities_added,[Random activity 1]
log_29_1687181956.xes,drift_1,change_info_1,activities_moved,[]
log_29_1687181956.xes,drift_1,change_info_1,change_start,58:57.1
log_29_1687181956.xes,drift_1,change_info_1,change_end,05:17.2
log_30_1687181956.xes,drift_1,log_id,1,log_30_1687181956.xes
log_30_1687181956.xes,drift_1,drift_id,1,1
log_30_1687181956.xes,drift_1,process_perspective,1,control-flow
log_30_1687181956.xes,drift_1,drift_type,1,recurring
log_30_1687181956.xes,drift_1,process_trees_1,0,"->( *( ->( +( ->( 'a', 'i' ), 'g' ), 'e' ), 'b' ), X( X( X( 'c', 'h' ), 'f' ), +( 'd', 'j' ) ) )"
log_30_1687181956.xes,drift_1,process_trees_2,1,"->( *( ->( +( ->( 'a', 'i' ), 'g' ), 'e' ), 'b' ), X( X( X( 'c', 'h', 'Random activity 1' ), 'f' ), +( 'd', 'j' ) ) )"
log_30_1687181956.xes,drift_1,process_trees_3,2,"->( *( ->( +( ->( 'a', 'i' ), 'g' ), 'e' ), 'b' ), X( X( X( 'c', 'h' ), 'f' ), +( 'd', 'j' ) ) )"
log_30_1687181956.xes,drift_1,process_trees_4,3,"->( *( ->( +( ->( 'a', 'i' ), 'g' ), 'e' ), 'b' ), X( X( X( 'c', 'h', 'Random activity 1' ), 'f' ), +( 'd', 'j' ) ) )"
log_30_1687181956.xes,drift_1,change_info_1,change_type,sudden
log_30_1687181956.xes,drift_1,change_info_1,change_trace_index,[949]
log_30_1687181956.xes,drift_1,change_info_1,process_tree_before,"->( *( ->( +( ->( 'a', 'i' ), 'g' ), 'e' ), 'b' ), X( X( X( 'c', 'h' ), 'f' ), +( 'd', 'j' ) ) )"
log_30_1687181956.xes,drift_1,change_info_1,process_tree_after,"->( *( ->( +( ->( 'a', 'i' ), 'g' ), 'e' ), 'b' ), X( X( X( 'c', 'h', 'Random activity 1' ), 'f' ), +( 'd', 'j' ) ) )"
log_30_1687181956.xes,drift_1,change_info_1,activities_deleted,[]
log_30_1687181956.xes,drift_1,change_info_1,activities_added,[Random activity 1]
log_30_1687181956.xes,drift_1,change_info_1,activities_moved,[]
log_30_1687181956.xes,drift_1,change_info_1,change_start,14:57.8
log_30_1687181956.xes,drift_1,change_info_1,change_end,14:57.8
log_30_1687181956.xes,drift_1,change_info_2,change_type,sudden
log_30_1687181956.xes,drift_1,change_info_2,change_trace_index,[1861]
log_30_1687181956.xes,drift_1,change_info_2,process_tree_before,"->( *( ->( +( ->( 'a', 'i' ), 'g' ), 'e' ), 'b' ), X( X( X( 'c', 'h', 'Random activity 1' ), 'f' ), +( 'd', 'j' ) ) )"
log_30_1687181956.xes,drift_1,change_info_2,process_tree_after,"->( *( ->( +( ->( 'a', 'i' ), 'g' ), 'e' ), 'b' ), X( X( X( 'c', 'h' ), 'f' ), +( 'd', 'j' ) ) )"
log_30_1687181956.xes,drift_1,change_info_2,activities_deleted,[Random activity 1]
log_30_1687181956.xes,drift_1,change_info_2,activities_added,[]
log_30_1687181956.xes,drift_1,change_info_2,activities_moved,[]
log_30_1687181956.xes,drift_1,change_info_2,change_start,07:25.1
log_30_1687181956.xes,drift_1,change_info_2,change_end,07:25.1
log_30_1687181956.xes,drift_1,change_info_3,change_type,sudden
log_30_1687181956.xes,drift_1,change_info_3,change_trace_index,[2912]
log_30_1687181956.xes,drift_1,change_info_3,process_tree_before,"->( *( ->( +( ->( 'a', 'i' ), 'g' ), 'e' ), 'b' ), X( X( X( 'c', 'h' ), 'f' ), +( 'd', 'j' ) ) )"
log_30_1687181956.xes,drift_1,change_info_3,process_tree_after,"->( *( ->( +( ->( 'a', 'i' ), 'g' ), 'e' ), 'b' ), X( X( X( 'c', 'h', 'Random activity 1' ), 'f' ), +( 'd', 'j' ) ) )"
log_30_1687181956.xes,drift_1,change_info_3,activities_deleted,[]
log_30_1687181956.xes,drift_1,change_info_3,activities_added,[Random activity 1]
log_30_1687181956.xes,drift_1,change_info_3,activities_moved,[]
log_30_1687181956.xes,drift_1,change_info_3,change_start,59:32.6
log_30_1687181956.xes,drift_1,change_info_3,change_end,59:32.6
log_31_1687181960.xes,drift_1,log_id,1,log_31_1687181960.xes
log_31_1687181960.xes,drift_1,drift_id,1,1
log_31_1687181960.xes,drift_1,process_perspective,1,control-flow
log_31_1687181960.xes,drift_1,drift_type,1,recurring
log_31_1687181960.xes,drift_1,process_trees_1,0,"->( *( +( 'a', ->( *( 'h', +( 'k', 'n' ) ), 'l' ) ), ->( ->( *( ->( 'b', 'm' ), 'f' ), ->( 'g', 'i' ) ), 'd' ) ), +( 'c', +( 'e', ->( *( 'j', 'o' ), 'p' ) ) ) )"
log_31_1687181960.xes,drift_1,process_trees_2,1,"->( *( +( ->( 'g', 'i' ), ->( *( 'h', +( 'k', 'n' ) ), 'l' ) ), ->( ->( *( ->( 'b', 'm' ), 'f' ), 'a' ), 'd' ) ), +( *tau*, +( 'e', ->( *( 'j', 'o' ), 'p' ) ) ) )"
log_31_1687181960.xes,drift_1,process_trees_3,2,"->( *( +( 'a', ->( *( 'h', +( 'k', 'n' ) ), 'l' ) ), ->( ->( *( ->( 'b', 'm' ), 'f' ), ->( 'g', 'i' ) ), 'd' ) ), +( 'c', +( 'e', ->( *( 'j', 'o' ), 'p' ) ) ) )"
log_31_1687181960.xes,drift_1,process_trees_4,3,"->( *( +( ->( 'g', 'i' ), ->( *( 'h', +( 'k', 'n' ) ), 'l' ) ), ->( ->( *( ->( 'b', 'm' ), 'f' ), 'a' ), 'd' ) ), +( *tau*, +( 'e', ->( *( 'j', 'o' ), 'p' ) ) ) )"
log_31_1687181960.xes,drift_1,change_info_1,change_type,sudden
log_31_1687181960.xes,drift_1,change_info_1,change_trace_index,[1043]
log_31_1687181960.xes,drift_1,change_info_1,process_tree_before,"->( *( +( 'a', ->( *( 'h', +( 'k', 'n' ) ), 'l' ) ), ->( ->( *( ->( 'b', 'm' ), 'f' ), ->( 'g', 'i' ) ), 'd' ) ), +( 'c', +( 'e', ->( *( 'j', 'o' ), 'p' ) ) ) )"
log_31_1687181960.xes,drift_1,change_info_1,process_tree_after,"->( *( +( ->( 'g', 'i' ), ->( *( 'h', +( 'k', 'n' ) ), 'l' ) ), ->( ->( *( ->( 'b', 'm' ), 'f' ), 'a' ), 'd' ) ), +( *tau*, +( 'e', ->( *( 'j', 'o' ), 'p' ) ) ) )"
log_31_1687181960.xes,drift_1,change_info_1,activities_deleted,[c]
log_31_1687181960.xes,drift_1,change_info_1,activities_added,[]
log_31_1687181960.xes,drift_1,change_info_1,activities_moved,"[a, g, i]"
log_31_1687181960.xes,drift_1,change_info_1,change_start,56:06.5
log_31_1687181960.xes,drift_1,change_info_1,change_end,56:06.5
log_31_1687181960.xes,drift_1,change_info_2,change_type,gradual
log_31_1687181960.xes,drift_1,change_info_2,change_trace_index,"[1868, 2070]"
log_31_1687181960.xes,drift_1,change_info_2,process_tree_before,"->( *( +( ->( 'g', 'i' ), ->( *( 'h', +( 'k', 'n' ) ), 'l' ) ), ->( ->( *( ->( 'b', 'm' ), 'f' ), 'a' ), 'd' ) ), +( *tau*, +( 'e', ->( *( 'j', 'o' ), 'p' ) ) ) )"
log_31_1687181960.xes,drift_1,change_info_2,process_tree_after,"->( *( +( 'a', ->( *( 'h', +( 'k', 'n' ) ), 'l' ) ), ->( ->( *( ->( 'b', 'm' ), 'f' ), ->( 'g', 'i' ) ), 'd' ) ), +( 'c', +( 'e', ->( *( 'j', 'o' ), 'p' ) ) ) )"
log_31_1687181960.xes,drift_1,change_info_2,activities_deleted,[]
log_31_1687181960.xes,drift_1,change_info_2,activities_added,[c]
log_31_1687181960.xes,drift_1,change_info_2,activities_moved,"[a, g, i]"
log_31_1687181960.xes,drift_1,change_info_2,change_start,27:45.0
log_31_1687181960.xes,drift_1,change_info_2,change_end,59:08.9
log_31_1687181960.xes,drift_1,change_info_3,change_type,gradual
log_31_1687181960.xes,drift_1,change_info_3,change_trace_index,"[3338, 3677]"
log_31_1687181960.xes,drift_1,change_info_3,process_tree_before,"->( *( +( 'a', ->( *( 'h', +( 'k', 'n' ) ), 'l' ) ), ->( ->( *( ->( 'b', 'm' ), 'f' ), ->( 'g', 'i' ) ), 'd' ) ), +( 'c', +( 'e', ->( *( 'j', 'o' ), 'p' ) ) ) )"
log_31_1687181960.xes,drift_1,change_info_3,process_tree_after,"->( *( +( ->( 'g', 'i' ), ->( *( 'h', +( 'k', 'n' ) ), 'l' ) ), ->( ->( *( ->( 'b', 'm' ), 'f' ), 'a' ), 'd' ) ), +( *tau*, +( 'e', ->( *( 'j', 'o' ), 'p' ) ) ) )"
log_31_1687181960.xes,drift_1,change_info_3,activities_deleted,[c]
log_31_1687181960.xes,drift_1,change_info_3,activities_added,[]
log_31_1687181960.xes,drift_1,change_info_3,activities_moved,"[a, g, i]"
log_31_1687181960.xes,drift_1,change_info_3,change_start,31:06.4
log_31_1687181960.xes,drift_1,change_info_3,change_end,11:20.1
log_32_1687181966.xes,drift_1,log_id,1,log_32_1687181966.xes
log_32_1687181966.xes,drift_1,drift_id,1,1
log_32_1687181966.xes,drift_1,process_perspective,1,control-flow
log_32_1687181966.xes,drift_1,drift_type,1,gradual
log_32_1687181966.xes,drift_1,process_trees_1,0,"X( 'a', ->( *( ->( 'b', 'j' ), X( 'c', 'f' ) ), X( ->( *( ->( 'd', 'i' ), 'g' ), 'h' ), 'e' ) ) )"
log_32_1687181966.xes,drift_1,process_trees_2,1,"X( 'a', ->( *( ->( 'b', 'j' ), X( 'c', 'f' ) ), X( ->( *( ->( 'd', 'i' ), 'g' ), 'h', 'Random activity 1' ), 'e' ) ) )"
log_32_1687181966.xes,drift_1,change_info_1,change_type,gradual
log_32_1687181966.xes,drift_1,change_info_1,change_trace_index,"[1402, 1725]"
log_32_1687181966.xes,drift_1,change_info_1,process_tree_before,"X( 'a', ->( *( ->( 'b', 'j' ), X( 'c', 'f' ) ), X( ->( *( ->( 'd', 'i' ), 'g' ), 'h' ), 'e' ) ) )"
log_32_1687181966.xes,drift_1,change_info_1,process_tree_after,"X( 'a', ->( *( ->( 'b', 'j' ), X( 'c', 'f' ) ), X( ->( *( ->( 'd', 'i' ), 'g' ), 'h', 'Random activity 1' ), 'e' ) ) )"
log_32_1687181966.xes,drift_1,change_info_1,activities_deleted,[]
log_32_1687181966.xes,drift_1,change_info_1,activities_added,[Random activity 1]
log_32_1687181966.xes,drift_1,change_info_1,activities_moved,[]
log_32_1687181966.xes,drift_1,change_info_1,change_start,41:37.6
log_32_1687181966.xes,drift_1,change_info_1,change_end,14:12.2
log_33_1687181967.xes,drift_1,log_id,1,log_33_1687181967.xes
log_33_1687181967.xes,drift_1,drift_id,1,1
log_33_1687181967.xes,drift_1,process_perspective,1,control-flow
log_33_1687181967.xes,drift_1,drift_type,1,sudden
log_33_1687181967.xes,drift_1,process_trees_1,0,"+( ->( 'a', ->( 'd', 'e' ) ), ->( ->( 'b', 'f' ), 'c' ) )"
log_33_1687181967.xes,drift_1,process_trees_2,1,"+( ->( 'a', ->( 'd', 'e' ) ), ->( ->( 'b', 'Random activity 1' ), 'c' ) )"
log_33_1687181967.xes,drift_1,change_info_1,change_type,sudden
log_33_1687181967.xes,drift_1,change_info_1,change_trace_index,[987]
log_33_1687181967.xes,drift_1,change_info_1,process_tree_before,"+( ->( 'a', ->( 'd', 'e' ) ), ->( ->( 'b', 'f' ), 'c' ) )"
log_33_1687181967.xes,drift_1,change_info_1,process_tree_after,"+( ->( 'a', ->( 'd', 'e' ) ), ->( ->( 'b', 'Random activity 1' ), 'c' ) )"
log_33_1687181967.xes,drift_1,change_info_1,activities_deleted,[f]
log_33_1687181967.xes,drift_1,change_info_1,activities_added,[Random activity 1]
log_33_1687181967.xes,drift_1,change_info_1,activities_moved,[]
log_33_1687181967.xes,drift_1,change_info_1,change_start,35:17.7
log_33_1687181967.xes,drift_1,change_info_1,change_end,35:17.7
log_34_1687181968.xes,drift_1,log_id,1,log_34_1687181968.xes
log_34_1687181968.xes,drift_1,drift_id,1,1
log_34_1687181968.xes,drift_1,process_perspective,1,control-flow
log_34_1687181968.xes,drift_1,drift_type,1,gradual
log_34_1687181968.xes,drift_1,process_trees_1,0,"X( ->( *( X( 'a', 'k' ), ->( X( 'd', 'p' ), 'f' ) ), 'e' ), ->( 'b', +( 'c', X( X( 'g', +( ->( *( +( 'i', X( 'n', 'o' ) ), 'l' ), 'm' ), 'j' ) ), 'h' ) ) ) )"
log_34_1687181968.xes,drift_1,process_trees_2,1,"X( ->( *( X( 'a', 'k' ), ->( X( 'd', 'p' ), 'f' ), ->( *( +( 'i', X( 'n', 'o' ) ), 'l' ), 'm' ) ), 'e' ), ->( 'b', +( 'c', X( X( 'g', +( *tau*, 'j' ) ), 'h' ), 'Random activity 1' ) ) )"
log_34_1687181968.xes,drift_1,change_info_1,change_type,gradual
log_34_1687181968.xes,drift_1,change_info_1,change_trace_index,"[1087, 1302]"
log_34_1687181968.xes,drift_1,change_info_1,process_tree_before,"X( ->( *( X( 'a', 'k' ), ->( X( 'd', 'p' ), 'f' ) ), 'e' ), ->( 'b', +( 'c', X( X( 'g', +( ->( *( +( 'i', X( 'n', 'o' ) ), 'l' ), 'm' ), 'j' ) ), 'h' ) ) ) )"
log_34_1687181968.xes,drift_1,change_info_1,process_tree_after,"X( ->( *( X( 'a', 'k' ), ->( X( 'd', 'p' ), 'f' ), ->( *( +( 'i', X( 'n', 'o' ) ), 'l' ), 'm' ) ), 'e' ), ->( 'b', +( 'c', X( X( 'g', +( *tau*, 'j' ) ), 'h' ), 'Random activity 1' ) ) )"
log_34_1687181968.xes,drift_1,change_info_1,activities_deleted,[]
log_34_1687181968.xes,drift_1,change_info_1,activities_added,[Random activity 1]
log_34_1687181968.xes,drift_1,change_info_1,activities_moved,"[m, l, i, n, o]"
log_34_1687181968.xes,drift_1,change_info_1,change_start,55:57.0
log_34_1687181968.xes,drift_1,change_info_1,change_end,15:13.5
log_35_1687181968.xes,drift_1,log_id,1,log_35_1687181968.xes
log_35_1687181968.xes,drift_1,drift_id,1,1
log_35_1687181968.xes,drift_1,process_perspective,1,control-flow
log_35_1687181968.xes,drift_1,drift_type,1,incremental
log_35_1687181968.xes,drift_1,process_trees_1,0,"X( ->( ->( 'a', 'g' ), 'd' ), +( ->( 'b', ->( 'e', 'f' ) ), 'c' ) )"
log_35_1687181968.xes,drift_1,process_trees_2,1,"X( ->( ->( 'a', 'g' ), 'd' ), +( ->( 'b', ->( 'e', 'f' ) ), *tau* ) )"
log_35_1687181968.xes,drift_1,process_trees_3,2,"X( ->( ->( 'a', 'g' ), 'd' ), +( ->( 'b', ->( 'e', 'f' ) ), *tau* ), 'Random activity 1' )"
log_35_1687181968.xes,drift_1,process_trees_4,3,"X( ->( ->( 'a', 'g', 'Random activity 2' ), 'd' ), +( ->( 'b', ->( 'e', 'f' ) ), *tau* ), 'Random activity 1' )"
log_35_1687181968.xes,drift_1,change_info_1,change_type,gradual
log_35_1687181968.xes,drift_1,change_info_1,change_trace_index,"[842, 1057]"
log_35_1687181968.xes,drift_1,change_info_1,process_tree_before,"X( ->( ->( 'a', 'g' ), 'd' ), +( ->( 'b', ->( 'e', 'f' ) ), 'c' ) )"
log_35_1687181968.xes,drift_1,change_info_1,process_tree_after,"X( ->( ->( 'a', 'g' ), 'd' ), +( ->( 'b', ->( 'e', 'f' ) ), *tau* ) )"
log_35_1687181968.xes,drift_1,change_info_1,activities_deleted,[c]
log_35_1687181968.xes,drift_1,change_info_1,activities_added,[]
log_35_1687181968.xes,drift_1,change_info_1,activities_moved,[]
log_35_1687181968.xes,drift_1,change_info_1,change_start,05:50.4
log_35_1687181968.xes,drift_1,change_info_1,change_end,07:33.9
log_35_1687181968.xes,drift_1,change_info_2,change_type,gradual
log_35_1687181968.xes,drift_1,change_info_2,change_trace_index,"[2418, 2651]"
log_35_1687181968.xes,drift_1,change_info_2,process_tree_before,"X( ->( ->( 'a', 'g' ), 'd' ), +( ->( 'b', ->( 'e', 'f' ) ), *tau* ) )"
log_35_1687181968.xes,drift_1,change_info_2,process_tree_after,"X( ->( ->( 'a', 'g' ), 'd' ), +( ->( 'b', ->( 'e', 'f' ) ), *tau* ), 'Random activity 1' )"
log_35_1687181968.xes,drift_1,change_info_2,activities_deleted,[]
log_35_1687181968.xes,drift_1,change_info_2,activities_added,[Random activity 1]
log_35_1687181968.xes,drift_1,change_info_2,activities_moved,[]
log_35_1687181968.xes,drift_1,change_info_2,change_start,07:00.6
log_35_1687181968.xes,drift_1,change_info_2,change_end,53:03.6
log_35_1687181968.xes,drift_1,change_info_3,change_type,gradual
log_35_1687181968.xes,drift_1,change_info_3,change_trace_index,"[3788, 4180]"
log_35_1687181968.xes,drift_1,change_info_3,process_tree_before,"X( ->( ->( 'a', 'g' ), 'd' ), +( ->( 'b', ->( 'e', 'f' ) ), *tau* ), 'Random activity 1' )"
log_35_1687181968.xes,drift_1,change_info_3,process_tree_after,"X( ->( ->( 'a', 'g', 'Random activity 2' ), 'd' ), +( ->( 'b', ->( 'e', 'f' ) ), *tau* ), 'Random activity 1' )"
log_35_1687181968.xes,drift_1,change_info_3,activities_deleted,[]
log_35_1687181968.xes,drift_1,change_info_3,activities_added,[Random activity 2]
log_35_1687181968.xes,drift_1,change_info_3,activities_moved,[]
log_35_1687181968.xes,drift_1,change_info_3,change_start,37:06.5
log_35_1687181968.xes,drift_1,change_info_3,change_end,29:50.0
log_36_1687181970.xes,drift_1,log_id,1,log_36_1687181970.xes
log_36_1687181970.xes,drift_1,drift_id,1,1
log_36_1687181970.xes,drift_1,process_perspective,1,control-flow
log_36_1687181970.xes,drift_1,drift_type,1,recurring
log_36_1687181970.xes,drift_1,process_trees_1,0,"+( +( +( 'a', 'e' ), ->( *( 'c', 'g' ), 'h' ) ), ->( X( X( 'b', 'm' ), 'k' ), +( 'd', ->( *( 'f', +( ->( *( 'i', 'n' ), 'o' ), 'l' ) ), 'j' ) ) ) )"
log_36_1687181970.xes,drift_1,process_trees_2,1,"+( +( +( 'a', 'e' ), ->( *( 'c', 'g' ), 'h' ) ), ->( ->( X( 'b', 'm', 'Random activity 1' ), 'k' ), +( 'd', ->( *( 'f', +( ->( *( 'i', 'n' ), 'o' ), 'l' ) ), 'j' ) ) ) )"
log_36_1687181970.xes,drift_1,process_trees_3,2,"+( +( +( 'a', 'e' ), ->( *( 'c', 'g' ), 'h' ) ), ->( X( X( 'b', 'm' ), 'k' ), +( 'd', ->( *( 'f', +( ->( *( 'i', 'n' ), 'o' ), 'l' ) ), 'j' ) ) ) )"
log_36_1687181970.xes,drift_1,process_trees_4,3,"+( +( +( 'a', 'e' ), ->( *( 'c', 'g' ), 'h' ) ), ->( ->( X( 'b', 'm', 'Random activity 1' ), 'k' ), +( 'd', ->( *( 'f', +( ->( *( 'i', 'n' ), 'o' ), 'l' ) ), 'j' ) ) ) )"
log_36_1687181970.xes,drift_1,change_info_1,change_type,sudden
log_36_1687181970.xes,drift_1,change_info_1,change_trace_index,[754]
log_36_1687181970.xes,drift_1,change_info_1,process_tree_before,"+( +( +( 'a', 'e' ), ->( *( 'c', 'g' ), 'h' ) ), ->( X( X( 'b', 'm' ), 'k' ), +( 'd', ->( *( 'f', +( ->( *( 'i', 'n' ), 'o' ), 'l' ) ), 'j' ) ) ) )"
log_36_1687181970.xes,drift_1,change_info_1,process_tree_after,"+( +( +( 'a', 'e' ), ->( *( 'c', 'g' ), 'h' ) ), ->( ->( X( 'b', 'm', 'Random activity 1' ), 'k' ), +( 'd', ->( *( 'f', +( ->( *( 'i', 'n' ), 'o' ), 'l' ) ), 'j' ) ) ) )"
log_36_1687181970.xes,drift_1,change_info_1,activities_deleted,[]
log_36_1687181970.xes,drift_1,change_info_1,activities_added,[Random activity 1]
log_36_1687181970.xes,drift_1,change_info_1,activities_moved,"[k, b, m]"
log_36_1687181970.xes,drift_1,change_info_1,change_start,00:04.1
log_36_1687181970.xes,drift_1,change_info_1,change_end,00:04.1
log_36_1687181970.xes,drift_1,change_info_2,change_type,sudden
log_36_1687181970.xes,drift_1,change_info_2,change_trace_index,[1601]
log_36_1687181970.xes,drift_1,change_info_2,process_tree_before,"+( +( +( 'a', 'e' ), ->( *( 'c', 'g' ), 'h' ) ), ->( ->( X( 'b', 'm', 'Random activity 1' ), 'k' ), +( 'd', ->( *( 'f', +( ->( *( 'i', 'n' ), 'o' ), 'l' ) ), 'j' ) ) ) )"
log_36_1687181970.xes,drift_1,change_info_2,process_tree_after,"+( +( +( 'a', 'e' ), ->( *( 'c', 'g' ), 'h' ) ), ->( X( X( 'b', 'm' ), 'k' ), +( 'd', ->( *( 'f', +( ->( *( 'i', 'n' ), 'o' ), 'l' ) ), 'j' ) ) ) )"
log_36_1687181970.xes,drift_1,change_info_2,activities_deleted,[Random activity 1]
log_36_1687181970.xes,drift_1,change_info_2,activities_added,[]
log_36_1687181970.xes,drift_1,change_info_2,activities_moved,"[k, b, m]"
log_36_1687181970.xes,drift_1,change_info_2,change_start,13:53.0
log_36_1687181970.xes,drift_1,change_info_2,change_end,13:53.0
log_36_1687181970.xes,drift_1,change_info_3,change_type,sudden
log_36_1687181970.xes,drift_1,change_info_3,change_trace_index,[2593]
log_36_1687181970.xes,drift_1,change_info_3,process_tree_before,"+( +( +( 'a', 'e' ), ->( *( 'c', 'g' ), 'h' ) ), ->( X( X( 'b', 'm' ), 'k' ), +( 'd', ->( *( 'f', +( ->( *( 'i', 'n' ), 'o' ), 'l' ) ), 'j' ) ) ) )"
log_36_1687181970.xes,drift_1,change_info_3,process_tree_after,"+( +( +( 'a', 'e' ), ->( *( 'c', 'g' ), 'h' ) ), ->( ->( X( 'b', 'm', 'Random activity 1' ), 'k' ), +( 'd', ->( *( 'f', +( ->( *( 'i', 'n' ), 'o' ), 'l' ) ), 'j' ) ) ) )"
log_36_1687181970.xes,drift_1,change_info_3,activities_deleted,[]
log_36_1687181970.xes,drift_1,change_info_3,activities_added,[Random activity 1]
log_36_1687181970.xes,drift_1,change_info_3,activities_moved,"[k, b, m]"
log_36_1687181970.xes,drift_1,change_info_3,change_start,56:21.4
log_36_1687181970.xes,drift_1,change_info_3,change_end,56:21.4
log_37_1687181973.xes,drift_1,log_id,1,log_37_1687181973.xes
log_37_1687181973.xes,drift_1,drift_id,1,1
log_37_1687181973.xes,drift_1,process_perspective,1,control-flow
log_37_1687181973.xes,drift_1,drift_type,1,sudden
log_37_1687181973.xes,drift_1,process_trees_1,0,"->( *( 'a', ->( *( 'b', +( 'd', 'i' ) ), X( 'e', 'g' ) ) ), X( 'c', +( ->( 'f', 'l' ), ->( *( 'h', 'j' ), 'k' ) ) ) )"
log_37_1687181973.xes,drift_1,process_trees_2,1,"->( *( 'a', ->( *( 'b', +( 'd', 'i' ) ), X( 'c', 'g' ) ) ), X( 'e', +( ->( 'f', 'l' ), ->( *( 'h', 'Random activity 1' ), 'k' ) ) ) )"
log_37_1687181973.xes,drift_1,change_info_1,change_type,sudden
log_37_1687181973.xes,drift_1,change_info_1,change_trace_index,[1428]
log_37_1687181973.xes,drift_1,change_info_1,process_tree_before,"->( *( 'a', ->( *( 'b', +( 'd', 'i' ) ), X( 'e', 'g' ) ) ), X( 'c', +( ->( 'f', 'l' ), ->( *( 'h', 'j' ), 'k' ) ) ) )"
log_37_1687181973.xes,drift_1,change_info_1,process_tree_after,"->( *( 'a', ->( *( 'b', +( 'd', 'i' ) ), X( 'c', 'g' ) ) ), X( 'e', +( ->( 'f', 'l' ), ->( *( 'h', 'Random activity 1' ), 'k' ) ) ) )"
log_37_1687181973.xes,drift_1,change_info_1,activities_deleted,[j]
log_37_1687181973.xes,drift_1,change_info_1,activities_added,[Random activity 1]
log_37_1687181973.xes,drift_1,change_info_1,activities_moved,"[e, c]"
log_37_1687181973.xes,drift_1,change_info_1,change_start,30:45.9
log_37_1687181973.xes,drift_1,change_info_1,change_end,30:45.9
log_38_1687181974.xes,drift_1,log_id,1,log_38_1687181974.xes
log_38_1687181974.xes,drift_1,drift_id,1,1
log_38_1687181974.xes,drift_1,process_perspective,1,control-flow
log_38_1687181974.xes,drift_1,drift_type,1,gradual
log_38_1687181974.xes,drift_1,process_trees_1,0,"+( +( 'a', ->( *( 'd', 'f' ), 'g' ) ), ->( ->( 'b', ->( *( 'e', 'j' ), ->( *( 'k', X( 'l', 'p' ) ), 'm' ) ) ), ->( *( ->( 'c', ->( 'n', 'o' ) ), 'h' ), 'i' ) ) )"
log_38_1687181974.xes,drift_1,process_trees_2,1,"+( +( 'a', ->( *( 'd', 'f' ), 'g' ) ), ->( ->( 'b', ->( *( 'e', 'j' ), +( *( 'k', X( 'l', 'p' ) ), 'm' ) ) ), ->( *( ->( 'c', ->( *tau*, 'o' ) ), 'h' ), 'i', 'Random activity 1' ) ) )"
log_38_1687181974.xes,drift_1,change_info_1,change_type,gradual
log_38_1687181974.xes,drift_1,change_info_1,change_trace_index,"[1060, 1266]"
log_38_1687181974.xes,drift_1,change_info_1,process_tree_before,"+( +( 'a', ->( *( 'd', 'f' ), 'g' ) ), ->( ->( 'b', ->( *( 'e', 'j' ), ->( *( 'k', X( 'l', 'p' ) ), 'm' ) ) ), ->( *( ->( 'c', ->( 'n', 'o' ) ), 'h' ), 'i' ) ) )"
