Algorithm,Log Source,Log,Window Size,SW Step Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case,Complete-Window Size,Detection-Window Size,Stable Period,P-Value,Min Adaptive Window,Max Adaptive Window,ADWIN Step Size,MRID,Epsilon
Process Graph Metrics,with_noise_20,log_79_1687182041,,,"[674, 1846]",[532],0.6666666666666666,142.0,00:00:12,12.886722440831363,0.0070342371401917,,,,0.05,400.0,700.0,,,
Process Graph Metrics,without_noise,log_79_1687182041,,,"[566, 1546, 1824]",[532],0.5,34.0,00:00:12,12.707302033901216,0.0069363002368456,,,,0.1,100.0,400.0,,,
Process Graph Metrics,without_noise,log_79_1687182041,,,"[566, 1246, 1864]",[532],0.5,34.0,00:00:12,12.79407527577132,0.0069836655435432,,,,0.1,100.0,500.0,,,
Process Graph Metrics,with_noise_20,log_79_1687182041,,,"[598, 1977]",[532],0.6666666666666666,66.0,00:00:10,10.377663468942046,0.0056646634655797,,,,0.1,100.0,600.0,,,
Process Graph Metrics,with_noise_20,log_79_1687182041,,,"[591, 1846]",[532],0.6666666666666666,59.0,00:00:11,11.92721947375685,0.0065104909791249,,,,0.1,200.0,400.0,,,
Process Graph Metrics,with_noise_20,log_79_1687182041,,,"[591, 1741]",[532],0.6666666666666666,59.0,00:00:10,10.549471237696707,0.0057584449987427,,,,0.1,200.0,500.0,,,
Process Graph Metrics,with_noise_20,log_79_1687182041,,,"[598, 1848]",[532],0.6666666666666666,66.0,00:00:09,9.575267921201885,0.005226674629477,,,,0.1,300.0,400.0,,,
Process Graph Metrics,without_noise,log_79_1687182041,,,"[566, 1246, 1864]",[532],0.5,34.0,00:00:12,12.054217950440943,0.0065798132917254,,,,0.1,300.0,500.0,,,
Process Graph Metrics,with_noise_10,log_79_1687182041,,,[562],[532],1.0,30.0,00:00:06,6.677541783079505,0.0036449463881438,,,,0.1,300.0,600.0,,,
Process Graph Metrics,without_noise,log_79_1687182041,,,"[566, 1914]",[532],0.6666666666666666,34.0,00:00:10,10.683965687640011,0.0058318589998034,,,,0.1,300.0,700.0,,,
Process Graph Metrics,with_noise_10,log_79_1687182041,,,"[625, 1250, 1830]",[532],0.5,93.0,00:00:04,4.737286154180765,0.0025858548876532,,,,0.1,400.0,400.0,,,
Process Graph Metrics,with_noise_20,log_79_1687182041,,,"[663, 1846]",[532],0.6666666666666666,131.0,00:00:12,12.97625124733895,0.0070831065760583,,,,0.1,400.0,700.0,,,
Process Graph Metrics,with_noise_10,log_7_1687181925,,,"[1004, 2213, 3467]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,82.66666666666667,00:00:24,24.37438227515668,0.0051303688223861,,,,0.0001,100.0,500.0,,,
Process Graph Metrics,with_noise_10,log_7_1687181925,,,"[996, 3425]","[920, 1720, 2103, 3052, 3413]",0.5714285714285715,44.0,00:00:25,25.36765051726252,0.0053394339122842,,,,0.0001,100.0,600.0,,,
Process Graph Metrics,without_noise,log_7_1687181925,,,"[1045, 2022, 3348]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,90.33333333333331,00:00:14,14.82852455507964,0.0031211375615827,,,,0.0001,100.0,700.0,,,
Process Graph Metrics,with_noise_10,log_7_1687181925,,,"[1018, 2077, 3442]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,51.0,00:00:16,16.197701880708337,0.003409324748623,,,,0.0001,200.0,400.0,,,
Process Graph Metrics,with_noise_20,log_7_1687181925,,,"[1009, 3504]","[920, 1720, 2103, 3052, 3413]",0.5714285714285715,90.0,00:00:24,24.72689578961581,0.0052045665732721,,,,0.0001,200.0,600.0,,,
Process Graph Metrics,with_noise_20,log_7_1687181925,,,"[1039, 2070]","[920, 1720, 2103, 3052, 3413]",0.5714285714285715,76.0,00:00:52,52.81411149445921,0.0111164200156723,,,,0.0001,200.0,700.0,,,
Process Graph Metrics,with_noise_20,log_7_1687181925,,,[1039],"[920, 1720, 2103, 3052, 3413]",0.3333333333333333,119.0,00:01:09,69.5804257998243,0.0146454274468163,,,,0.0001,300.0,400.0,,,
Process Graph Metrics,with_noise_10,log_7_1687181925,,,"[1004, 2213, 3467]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,82.66666666666667,00:00:19,19.07513296045363,0.0040149722080517,,,,0.0001,300.0,500.0,,,
Process Graph Metrics,with_noise_10,log_7_1687181925,,,"[996, 3425]","[920, 1720, 2103, 3052, 3413]",0.5714285714285715,44.0,00:00:26,26.11510580126196,0.0054967597982028,,,,0.0001,300.0,600.0,,,
Process Graph Metrics,with_noise_20,log_7_1687181925,,,"[1044, 2077]","[920, 1720, 2103, 3052, 3413]",0.5714285714285715,75.0,00:00:49,49.015823028981686,0.0103169486484912,,,,0.0001,300.0,700.0,,,
Process Graph Metrics,with_noise_20,log_7_1687181925,,,[1039],"[920, 1720, 2103, 3052, 3413]",0.3333333333333333,119.0,00:00:52,52.68016623985022,0.0110882269500842,,,,0.0001,400.0,400.0,,,
Process Graph Metrics,without_noise,log_7_1687181925,,,"[1002, 2100, 3338]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,53.333333333333336,00:00:10,10.736809859983625,0.0022599052536273,,,,0.0001,400.0,500.0,,,
Process Graph Metrics,without_noise,log_7_1687181925,,,"[1039, 2020, 3348]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,89.0,00:00:14,14.890797574073076,0.0031342449114024,,,,0.0001,400.0,700.0,,,
Process Graph Metrics,without_noise,log_7_1687181925,,,"[997, 2053, 3415]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,43.0,00:00:10,10.39129891898483,0.002187181418435,,,,0.005,100.0,400.0,,,
Process Graph Metrics,with_noise_20,log_7_1687181925,,,"[990, 3457]","[920, 1720, 2103, 3052, 3413]",0.5714285714285715,57.0,00:00:32,32.787975773215294,0.0069012788409209,,,,0.005,100.0,600.0,,,
Process Graph Metrics,without_noise,log_7_1687181925,,,"[997, 2053, 3415]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,43.0,00:00:10,10.362506048753858,0.0021811210374139,,,,0.005,200.0,400.0,,,
Process Graph Metrics,without_noise,log_7_1687181925,,,"[989, 2077, 3295]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,71.0,00:00:13,13.599374491721392,0.0028624235932901,,,,0.005,200.0,500.0,,,
Process Graph Metrics,with_noise_10,log_7_1687181925,,,"[1024, 2122, 3436]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,48.66666666666666,00:00:18,18.921423096209764,0.0039826190478235,,,,0.005,200.0,700.0,,,
Process Graph Metrics,with_noise_20,log_7_1687181925,,,"[1005, 2019, 3401]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,60.333333333333336,00:00:15,15.936786773614584,0.0033544068140632,,,,0.005,300.0,400.0,,,
Process Graph Metrics,without_noise,log_7_1687181925,,,"[1020, 1988, 3295]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,111.0,00:00:18,18.999397453852,0.0039990312468642,,,,0.005,400.0,600.0,,,
Process Graph Metrics,without_noise,log_7_1687181925,,,"[1020, 1988, 3271]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,119.0,00:00:21,21.1763016609475,0.0044572304064296,,,,0.005,400.0,700.0,,,
Process Graph Metrics,with_noise_10,log_7_1687181925,,,"[993, 2031, 3361]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,65.66666666666667,00:00:09,9.002203420735896,0.0018948018145097,,,,0.05,100.0,400.0,,,
Process Graph Metrics,with_noise_20,log_7_1687181925,,,"[995, 1987, 3396]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,69.33333333333333,00:00:32,32.83521356526762,0.0069112215460466,,,,0.05,100.0,500.0,,,
Process Graph Metrics,with_noise_10,log_7_1687181925,,,"[1002, 1972, 3343]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,94.33333333333331,00:00:27,27.162699291482568,0.0057172593751805,,,,0.05,100.0,600.0,,,
Process Graph Metrics,with_noise_20,log_7_1687181925,,,"[1011, 2015, 3353]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,79.66666666666667,00:00:46,46.88388703577221,0.0098682144886912,,,,0.05,100.0,700.0,,,
Process Graph Metrics,with_noise_10,log_7_1687181925,,,"[993, 2031, 3361]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,65.66666666666667,00:00:08,8.77409546636045,0.0018467891951926,,,,0.05,200.0,400.0,,,
Process Graph Metrics,with_noise_20,log_7_1687181925,,,"[1004, 2097, 3396]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,35.666666666666664,00:00:19,19.89829521998763,0.0041882330498816,,,,0.05,200.0,700.0,,,
Process Graph Metrics,with_noise_10,log_7_1687181925,,,"[993, 2031, 3361]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,65.66666666666667,00:00:08,8.715809631161392,0.0018345210758074,,,,0.05,300.0,400.0,,,
Process Graph Metrics,without_noise,log_7_1687181925,,,"[972, 2061, 3257]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,83.33333333333333,00:00:08,8.675436672754586,0.0018260232946231,,,,0.05,300.0,500.0,,,
Process Graph Metrics,with_noise_10,log_7_1687181925,,,"[1002, 1972, 3343]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,94.33333333333331,00:00:26,26.25960836187005,0.0055271749867122,,,,0.05,300.0,600.0,,,
Process Graph Metrics,with_noise_10,log_7_1687181925,,,"[1002, 1972, 3344]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,94.0,00:00:21,21.752365676686168,0.0045784815147729,,,,0.05,300.0,700.0,,,
Process Graph Metrics,with_noise_10,log_7_1687181925,,,"[993, 2031, 3361]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,65.66666666666667,00:00:08,8.453348225913942,0.0017792776733138,,,,0.05,400.0,400.0,,,
Process Graph Metrics,without_noise,log_7_1687181925,,,"[972, 2061, 3257]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,83.33333333333333,00:00:08,8.801969207823277,0.0018526561161488,,,,0.05,400.0,500.0,,,
Process Graph Metrics,with_noise_10,log_7_1687181925,,,"[1005, 2063, 3468]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,60.0,00:00:14,14.937838708050547,0.0031441462235425,,,,0.05,400.0,600.0,,,
Process Graph Metrics,with_noise_10,log_7_1687181925,,,"[1005, 2063, 3459]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,57.0,00:00:14,14.701268433593214,0.0030943524381379,,,,0.05,400.0,700.0,,,
Process Graph Metrics,with_noise_20,log_7_1687181925,,,"[993, 1963, 2519, 3366]","[920, 1720, 2103, 3052, 3413]",0.6666666666666665,86.66666666666667,00:00:11,11.302204226143658,0.0023789105927475,,,,0.1,100.0,400.0,,,
Process Graph Metrics,with_noise_20,log_7_1687181925,,,"[991, 1964, 3267]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,118.66666666666669,00:00:12,12.343382376246154,0.0025980598560821,,,,0.1,100.0,500.0,,,
Process Graph Metrics,with_noise_20,log_7_1687181925,,,"[979, 2001, 3393]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,60.333333333333336,00:00:21,21.92146802507341,0.0046140745159068,,,,0.1,100.0,600.0,,,
Process Graph Metrics,without_noise,log_7_1687181925,,,"[993, 1961, 3226]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,129.66666666666666,00:00:17,17.582080331631005,0.0037007114989751,,,,0.1,100.0,700.0,,,
Process Graph Metrics,with_noise_20,log_7_1687181925,,,"[993, 1963, 2519, 3366]","[920, 1720, 2103, 3052, 3413]",0.6666666666666665,86.66666666666667,00:00:10,10.82432551216334,0.002278325723461,,,,0.1,200.0,400.0,,,
Process Graph Metrics,without_noise,log_7_1687181925,,,"[999, 1957, 3226]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,133.0,00:00:14,14.195269216783345,0.0029878487090682,,,,0.1,200.0,700.0,,,
Process Graph Metrics,with_noise_20,log_7_1687181925,,,"[993, 1963, 2519, 3366]","[920, 1720, 2103, 3052, 3413]",0.6666666666666665,86.66666666666667,00:00:10,10.79448490217328,0.002272044812076,,,,0.1,300.0,400.0,,,
Process Graph Metrics,with_noise_20,log_7_1687181925,,,"[991, 1964, 3267]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,118.66666666666669,00:00:23,23.680056650191545,0.0049842257735616,,,,0.1,300.0,500.0,,,
Process Graph Metrics,with_noise_20,log_7_1687181925,,,"[1009, 1997, 3352]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,85.33333333333333,00:00:47,47.18886445835233,0.0099324067477062,,,,0.1,300.0,700.0,,,
Process Graph Metrics,with_noise_10,log_7_1687181925,,,"[979, 1937, 3355]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,94.33333333333331,00:00:15,15.615488214418292,0.0032867792495092,,,,0.1,400.0,400.0,,,
Process Graph Metrics,without_noise,log_7_1687181925,,,"[969, 2031, 3476]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,61.333333333333336,00:00:06,6.152820581570268,0.0012950580049611,,,,0.1,400.0,500.0,,,
Process Graph Metrics,without_noise,log_7_1687181925,,,"[997, 2052, 3228]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,101.33333333333331,00:00:12,12.427106626331806,0.0026156823040058,,,,0.1,400.0,700.0,,,
Process Graph Metrics,with_noise_20,log_80_1687182042,,,[1038],[981],1.0,57.0,00:00:12,12.862370220944284,0.0060700189810968,,,,0.0001,100.0,500.0,,,
Process Graph Metrics,without_noise,log_80_1687182042,,,[1015],[981],1.0,34.0,00:00:06,6.461091893725097,0.0030491231211538,,,,0.0001,100.0,600.0,,,
Process Graph Metrics,with_noise_10,log_80_1687182042,,,[1083],[981],1.0,102.0,00:00:17,17.099951236508787,0.0080698212536615,,,,0.0001,100.0,700.0,,,
Process Graph Metrics,with_noise_20,log_80_1687182042,,,[1020],[981],1.0,39.0,00:00:13,13.855329159647226,0.0065386168757183,,,,0.0001,200.0,400.0,,,
Process Graph Metrics,without_noise,log_80_1687182042,,,[1017],[981],1.0,36.0,00:00:08,8.333004867658019,0.0039325176345719,,,,0.0001,200.0,500.0,,,
Process Graph Metrics,with_noise_20,log_80_1687182042,,,[1026],[981],1.0,45.0,00:00:08,8.695229263044894,0.0041034588310735,,,,0.0001,200.0,600.0,,,
Process Graph Metrics,without_noise,log_80_1687182042,,,[1063],[981],1.0,82.0,00:00:28,28.287862056866288,0.0133496281533111,,,,0.0001,200.0,700.0,,,
Process Graph Metrics,with_noise_20,log_80_1687182042,,,[1020],[981],1.0,39.0,00:00:13,13.6386813307181,0.0064363762768844,,,,0.0001,300.0,400.0,,,
Process Graph Metrics,with_noise_20,log_80_1687182042,,,[1026],[981],1.0,45.0,00:00:08,8.929800021462142,0.004214157631648,,,,0.0001,300.0,600.0,,,
Process Graph Metrics,with_noise_20,log_80_1687182042,,,[1020],[981],1.0,39.0,00:00:13,13.310396037995815,0.0062814516460574,,,,0.0001,400.0,400.0,,,
Process Graph Metrics,without_noise,log_80_1687182042,,,[1059],[981],1.0,78.0,00:00:29,29.84783532191068,0.0140858118555501,,,,0.0001,400.0,600.0,,,
Process Graph Metrics,with_noise_20,log_80_1687182042,,,[1007],[981],1.0,26.0,00:00:11,11.826381145976484,0.0055811142737029,,,,0.005,100.0,400.0,,,
Process Graph Metrics,with_noise_20,log_80_1687182042,,,[1003],[981],1.0,22.0,00:00:10,10.035789423622193,0.0047360969436631,,,,0.005,100.0,500.0,,,
Process Graph Metrics,with_noise_10,log_80_1687182042,,,[1010],[981],1.0,29.0,00:00:07,7.040542568080127,0.0033225778990467,,,,0.005,100.0,600.0,,,
Process Graph Metrics,with_noise_20,log_80_1687182042,,,[1082],[981],1.0,101.0,00:00:35,35.204947472549975,0.0166139440644407,,,,0.005,100.0,700.0,,,
Process Graph Metrics,with_noise_10,log_80_1687182042,,,[1017],[981],1.0,36.0,00:00:09,9.346071360632775,0.0044106047006289,,,,0.005,200.0,500.0,,,
Process Graph Metrics,without_noise,log_80_1687182042,,,[1056],[981],1.0,75.0,00:00:15,15.517058287747204,0.007322821277842,,,,0.005,200.0,700.0,,,
Process Graph Metrics,without_noise,log_80_1687182042,,,[1013],[981],1.0,32.0,00:00:09,9.596432130783796,0.0045287551348672,,,,0.005,300.0,400.0,,,
Process Graph Metrics,with_noise_10,log_80_1687182042,,,[1017],[981],1.0,36.0,00:00:04,4.949481923133135,0.0023357630595248,,,,0.005,300.0,500.0,,,
Process Graph Metrics,without_noise,log_80_1687182042,,,[1051],[981],1.0,70.0,00:00:21,21.62923652864993,0.0102072848176733,,,,0.005,300.0,700.0,,,
Process Graph Metrics,with_noise_20,log_80_1687182042,,,[1007],[981],1.0,26.0,00:00:05,5.971278638578951,0.0028179700984327,,,,0.005,400.0,400.0,,,
Process Graph Metrics,with_noise_10,log_80_1687182042,,,[1017],[981],1.0,36.0,00:00:09,9.389006798155606,0.0044308668231031,,,,0.005,400.0,500.0,,,
Process Graph Metrics,with_noise_20,log_80_1687182042,,,[999],[981],1.0,18.0,00:00:09,9.718231267295778,0.0045862346707389,,,,0.05,100.0,500.0,,,
Process Graph Metrics,without_noise,log_80_1687182042,,,"[1006, 1869]",[981],0.6666666666666666,25.0,00:00:08,8.613760090433061,0.0040650118406951,,,,0.05,100.0,600.0,,,
Process Graph Metrics,with_noise_10,log_80_1687182042,,,[1050],[981],1.0,69.0,00:00:26,26.02815382182598,0.0122832250220981,,,,0.05,100.0,700.0,,,
Process Graph Metrics,with_noise_10,log_80_1687182042,,,[1016],[981],1.0,35.0,00:00:15,15.83843496069312,0.0074744855878683,,,,0.05,200.0,400.0,,,
Process Graph Metrics,with_noise_20,log_80_1687182042,,,[999],[981],1.0,18.0,00:00:08,8.79133651778102,0.0041488138356682,,,,0.05,200.0,500.0,,,
Process Graph Metrics,with_noise_10,log_80_1687182042,,,"[1005, 1901]",[981],0.6666666666666666,24.0,00:00:04,4.4170460142195225,0.0020844955234636,,,,0.05,200.0,600.0,,,
Process Graph Metrics,with_noise_10,log_80_1687182042,,,[1050],[981],1.0,69.0,00:00:29,29.84927176591009,0.0140864897432326,,,,0.05,200.0,700.0,,,
Process Graph Metrics,without_noise,log_80_1687182042,,,[1006],[981],1.0,25.0,00:00:11,11.39546506293118,0.0053777560466876,,,,0.05,300.0,400.0,,,
Process Graph Metrics,without_noise,log_80_1687182042,,,[1007],[981],1.0,26.0,00:00:15,15.381035872735085,0.0072586294821779,,,,0.05,300.0,500.0,,,
Process Graph Metrics,without_noise,log_80_1687182042,,,"[1006, 1869]",[981],0.6666666666666666,25.0,00:00:07,7.924244269728661,0.0037396150399852,,,,0.05,300.0,600.0,,,
Process Graph Metrics,without_noise,log_80_1687182042,,,[1000],[981],1.0,19.0,00:00:19,19.09356384165585,0.0090106483443397,,,,0.05,300.0,700.0,,,
Process Graph Metrics,without_noise,log_80_1687182042,,,[1006],[981],1.0,25.0,00:00:11,11.933337398804724,0.0056315891452594,,,,0.05,400.0,400.0,,,
Process Graph Metrics,with_noise_20,log_80_1687182042,,,[999],[981],1.0,18.0,00:00:08,8.623075418174267,0.0040694079368448,,,,0.05,400.0,500.0,,,
Process Graph Metrics,with_noise_10,log_80_1687182042,,,"[1050, 1849]",[981],0.6666666666666666,69.0,00:00:35,35.43095969315618,0.0167206039137122,,,,0.05,400.0,600.0,,,
Process Graph Metrics,without_noise,log_80_1687182042,,,[947],[981],1.0,34.0,00:00:16,16.229591148905456,0.0076590802967935,,,,0.05,400.0,700.0,,,
Process Graph Metrics,without_noise,log_80_1687182042,,,[1004],[981],1.0,23.0,00:00:11,11.836113972589374,0.0055857073962196,,,,0.1,100.0,400.0,,,
Process Graph Metrics,with_noise_20,log_80_1687182042,,,[999],[981],1.0,18.0,00:00:06,6.657088220119476,0.0031416178480979,,,,0.1,100.0,500.0,,,
Process Graph Metrics,with_noise_10,log_80_1687182042,,,[1013],[981],1.0,32.0,00:00:11,11.008411589078603,0.0051950974936661,,,,0.1,200.0,400.0,,,
Process Graph Metrics,with_noise_20,log_80_1687182042,,,[999],[981],1.0,18.0,00:00:08,8.961372995749116,0.0042290575723214,,,,0.1,200.0,500.0,,,
Process Graph Metrics,with_noise_10,log_80_1687182042,,,"[1005, 1900]",[981],0.6666666666666666,24.0,00:00:07,7.496372180990875,0.003537693336947,,,,0.1,200.0,600.0,,,
Process Graph Metrics,with_noise_20,log_80_1687182042,,,[999],[981],1.0,18.0,00:00:08,8.517062416300178,0.0040193782049552,,,,0.1,300.0,400.0,,,
Process Graph Metrics,without_noise,log_80_1687182042,,,"[775, 1035]",[981],0.6666666666666666,54.0,00:00:03,3.634361899457872,0.0017151306745907,,,,0.1,300.0,500.0,,,
Process Graph Metrics,with_noise_10,log_80_1687182042,,,"[1005, 1900]",[981],0.6666666666666666,24.0,00:00:08,8.058935469947755,0.0038031786078092,,,,0.1,300.0,600.0,,,
Process Graph Metrics,without_noise,log_80_1687182042,,,"[775, 1035]",[981],0.6666666666666666,54.0,00:00:03,3.353085949085653,0.0015823907263264,,,,0.1,400.0,500.0,,,
Process Graph Metrics,with_noise_20,log_80_1687182042,,,"[1056, 1842]",[981],0.6666666666666666,75.0,00:00:41,41.81872795056552,0.0197351240918195,,,,0.1,400.0,600.0,,,
Process Graph Metrics,with_noise_10,log_80_1687182042,,,"[965, 1846]",[981],0.6666666666666666,16.0,00:00:19,19.829248073510826,0.0093578329747573,,,,0.1,400.0,700.0,,,
Process Graph Metrics,without_noise,log_81_1687182043,,,[940],"[751, 1119]",0.6666666666666666,179.0,00:00:01,1.061133386567235,0.0005773304605915,,,,0.0001,100.0,400.0,,,
Process Graph Metrics,without_noise,log_81_1687182043,,,[950],"[751, 1119]",0.6666666666666666,169.0,00:00:01,1.1486590402200818,0.0006249505115452,,,,0.0001,100.0,500.0,,,
Process Graph Metrics,without_noise,log_81_1687182043,,,[1042],"[751, 1119]",0.6666666666666666,77.0,00:00:06,6.841505531221628,0.0037222554576831,,,,0.0001,100.0,700.0,,,
Process Graph Metrics,with_noise_10,log_81_1687182043,,,[921],"[751, 1119]",0.6666666666666666,170.0,00:00:11,11.782686830498278,0.0064106021928717,,,,0.0001,200.0,400.0,,,
Process Graph Metrics,without_noise,log_81_1687182043,,,[],"[751, 1119]",,,00:00:08,8.436445094645023,0.0045900136532345,,,,0.0001,200.0,600.0,,,
Process Graph Metrics,without_noise,log_81_1687182043,,,[1039],"[751, 1119]",0.6666666666666666,80.0,00:00:09,9.09271323122084,0.0049470692226446,,,,0.0001,200.0,700.0,,,
Process Graph Metrics,without_noise,log_81_1687182043,,,[940],"[751, 1119]",0.6666666666666666,179.0,00:00:00,0.825568719767034,0.0004491668769135,,,,0.0001,300.0,400.0,,,
Process Graph Metrics,without_noise,log_81_1687182043,,,[1042],"[751, 1119]",0.6666666666666666,77.0,00:00:03,3.665284643881023,0.001994170100044,,,,0.0001,300.0,700.0,,,
Process Graph Metrics,without_noise,log_81_1687182043,,,[940],"[751, 1119]",0.6666666666666666,179.0,00:00:00,0.7727002194151282,0.0004204027309113,,,,0.0001,400.0,400.0,,,
Process Graph Metrics,with_noise_10,log_81_1687182043,,,[932],"[751, 1119]",0.6666666666666666,181.0,00:00:09,9.745606377720833,0.0053022885624161,,,,0.0001,400.0,500.0,,,
Process Graph Metrics,without_noise,log_81_1687182043,,,[1037],"[751, 1119]",0.6666666666666666,82.0,00:00:09,9.81528126168996,0.0053401965515179,,,,0.0001,400.0,600.0,,,
Process Graph Metrics,with_noise_20,log_81_1687182043,,,[927],"[751, 1119]",0.6666666666666666,176.0,00:00:05,5.534370291978121,0.0030110828574418,,,,0.0001,400.0,700.0,,,
Process Graph Metrics,without_noise,log_81_1687182043,,,[940],"[751, 1119]",0.6666666666666666,179.0,00:00:01,1.004383304156363,0.0005464544636324,,,,0.005,100.0,400.0,,,
Process Graph Metrics,with_noise_20,log_81_1687182043,,,[965],"[751, 1119]",0.6666666666666666,154.0,00:00:11,11.22751442808658,0.0061085497432462,,,,0.005,100.0,500.0,,,
Process Graph Metrics,with_noise_10,log_81_1687182043,,,[910],"[751, 1119]",0.6666666666666666,159.0,00:00:08,8.54135949909687,0.0046470943955913,,,,0.005,100.0,600.0,,,
Process Graph Metrics,without_noise,log_81_1687182043,,,[1012],"[751, 1119]",0.6666666666666666,107.0,00:00:04,4.9633753933012486,0.0027004218679549,,,,0.005,100.0,700.0,,,
Process Graph Metrics,with_noise_10,log_81_1687182043,,,"[901, 1230]","[751, 1119]",1.0,130.5,00:00:02,2.0175690725445747,0.0010976980808185,,,,0.005,200.0,500.0,,,
Process Graph Metrics,without_noise,log_81_1687182043,,,"[866, 1175]","[751, 1119]",1.0,85.5,00:00:01,1.9988235402852297,0.0010874992058135,,,,0.005,200.0,600.0,,,
Process Graph Metrics,with_noise_20,log_81_1687182043,,,[879],"[751, 1119]",0.6666666666666666,128.0,00:00:14,14.02670528460294,0.0076315045074009,,,,0.005,300.0,400.0,,,
Process Graph Metrics,without_noise,log_81_1687182043,,,[1012],"[751, 1119]",0.6666666666666666,107.0,00:00:04,4.366790162399411,0.0023758379556035,,,,0.005,300.0,700.0,,,
Process Graph Metrics,without_noise,log_81_1687182043,,,[940],"[751, 1119]",0.6666666666666666,179.0,00:00:00,0.7710864637047052,0.0004195247354214,,,,0.005,400.0,400.0,,,
Process Graph Metrics,with_noise_20,log_81_1687182043,,,[896],"[751, 1119]",0.6666666666666666,145.0,00:00:11,11.294681027531624,0.0061450930508877,,,,0.005,400.0,500.0,,,
Process Graph Metrics,with_noise_10,log_81_1687182043,,,[925],"[751, 1119]",0.6666666666666666,174.0,00:00:04,4.546354943886399,0.002473533701788,,,,0.005,400.0,600.0,,,
Process Graph Metrics,with_noise_10,log_81_1687182043,,,[925],"[751, 1119]",0.6666666666666666,174.0,00:00:04,4.707675033248961,0.0025613030648797,,,,0.005,400.0,700.0,,,
Process Graph Metrics,with_noise_20,log_81_1687182043,,,"[844, 1219]","[751, 1119]",1.0,96.5,00:00:03,3.723179909400642,0.0020256691563659,,,,0.05,100.0,400.0,,,
Process Graph Metrics,with_noise_10,log_81_1687182043,,,"[877, 1175]","[751, 1119]",1.0,91.0,00:00:03,3.8696534829214215,0.0021053609809148,,,,0.05,100.0,500.0,,,
Process Graph Metrics,with_noise_10,log_81_1687182043,,,"[877, 1175]","[751, 1119]",1.0,91.0,00:00:04,4.109486937522888,0.002235847082439,,,,0.05,200.0,500.0,,,
Process Graph Metrics,with_noise_10,log_81_1687182043,,,[896],"[751, 1119]",0.6666666666666666,145.0,00:00:08,8.987245226278901,0.0048896872830679,,,,0.05,200.0,600.0,,,
Process Graph Metrics,with_noise_10,log_81_1687182043,,,[896],"[751, 1119]",0.6666666666666666,145.0,00:00:09,9.25716277398169,0.005036541226323,,,,0.05,200.0,700.0,,,
Process Graph Metrics,with_noise_20,log_81_1687182043,,,"[844, 1219]","[751, 1119]",1.0,96.5,00:00:03,3.244025472551584,0.0017649757739671,,,,0.05,300.0,400.0,,,
Process Graph Metrics,with_noise_20,log_81_1687182043,,,[872],"[751, 1119]",0.6666666666666666,121.0,00:00:06,6.783686225302517,0.0036907977286738,,,,0.05,300.0,600.0,,,
Process Graph Metrics,with_noise_20,log_81_1687182043,,,[872],"[751, 1119]",0.6666666666666666,121.0,00:00:06,6.749351987615228,0.0036721175123042,,,,0.05,300.0,700.0,,,
Process Graph Metrics,with_noise_20,log_81_1687182043,,,[874],"[751, 1119]",0.6666666666666666,123.0,00:00:09,9.886238121427596,0.0053788020247157,,,,0.05,400.0,600.0,,,
